output_nclust_6_data_id_20_true_nClust_4	-1522.346519	-152.610144	-1257.577164	112.159211	-1541.189433	-171.453058	119.208132	1488.944507	-65.384548	1304.351827

output_nclust_6_data_id_21_true_nClust_4	-1600.682117	-121.083099	-1367.014757	112.584261	-1605.474101	-125.875083	17.406261	1497.005279	-103.315724	1376.283294

output_nclust_6_data_id_22_true_nClust_4	-1426.974190	-79.406373	-1241.090408	106.477409	-1441.919846	-94.352029	178.699056	1526.266873	85.857406	1433.425223

output_nclust_6_data_id_23_true_nClust_4	-2032.308448	-559.488675	-1352.877107	119.942666	-2318.426068	-845.606294	30.357113	1503.176887	-778.365537	694.454236

output_nclust_6_data_id_24_true_nClust_4	-1508.653514	-67.790866	-1348.950289	91.912359	-1511.077698	-70.215050	44.402302	1485.264950	-27.471058	1413.391591

output_nclust_6_data_id_25_true_nClust_4	-1557.431818	-58.950645	-1396.855498	101.625675	-1570.070438	-71.589265	-12.429652	1486.051521	-95.383868	1403.097305

output_nclust_6_data_id_26_true_nClust_4	-1607.910617	-56.234105	-1445.911214	105.765298	-1609.790250	-58.113737	-62.162318	1489.514195	-119.653541	1432.022971

output_nclust_6_data_id_27_true_nClust_4	-1528.816832	-103.817918	-1302.021504	122.977410	-1539.032257	-114.033342	82.059665	1507.058580	-31.181658	1393.817257

output_nclust_6_data_id_28_true_nClust_4	-1430.811698	-91.754351	-1184.931503	154.125844	-1424.619013	-85.561666	196.386695	1535.444042	123.617871	1462.675218

output_nclust_6_data_id_29_true_nClust_4	-1629.750457	-222.758131	-1281.831698	125.160628	-1555.505395	-148.513069	103.964577	1510.956903	-35.340665	1371.651661

output_nclust_6_data_id_30_true_nClust_4	-1637.285024	-323.071466	-1185.055690	129.157868	-1562.395581	-248.182023	199.267459	1513.481017	-41.523095	1272.690463

output_nclust_6_data_id_31_true_nClust_4	-1551.301450	-33.494789	-1425.545320	92.261342	-1555.263218	-37.456556	-40.129389	1477.677273	-84.238996	1433.567666

output_nclust_6_data_id_32_true_nClust_4	-1510.314506	-63.411520	-1343.955491	102.947495	-1514.842808	-67.939822	40.527588	1487.430574	-26.947289	1419.955697

output_nclust_6_data_id_33_true_nClust_4	-1496.477223	-34.771127	-1383.570974	78.135122	-1559.045905	-97.339810	9.040059	1470.746154	-105.425817	1356.280278

output_nclust_6_data_id_34_true_nClust_4	-1462.237394	-55.987468	-1291.896541	114.353385	-1464.314142	-58.064216	91.603730	1497.853656	15.142952	1421.392878

output_nclust_6_data_id_35_true_nClust_4	-1487.372586	-217.992786	-1120.032456	149.347344	-1451.840834	-182.461035	266.053108	1535.432908	88.140169	1357.519969

output_nclust_6_data_id_36_true_nClust_4	-1615.630076	-364.408166	-1172.336523	78.885388	-1576.237434	-325.015523	269.270776	1520.492687	-56.358859	1194.863052

output_nclust_6_data_id_37_true_nClust_4	-1599.534183	-27.453497	-1496.209862	75.870825	-1602.646602	-30.565915	-113.585436	1458.495250	-158.107310	1413.973377

output_nclust_6_data_id_38_true_nClust_4	-1990.381393	-598.060997	-1251.695436	140.624961	-2316.296838	-923.976442	131.702273	1524.022670	-767.244814	625.075582

output_nclust_6_data_id_39_true_nClust_4	-1684.608761	-233.090438	-1344.574124	106.944199	-1616.754867	-165.236544	38.965087	1490.483410	-110.439164	1341.079160

output_nclust_6_data_id_40_true_nClust_4	-1673.337354	-232.863451	-1311.531405	128.942498	-1800.945955	-360.472052	66.648684	1507.122587	-283.286123	1157.187780

output_nclust_6_data_id_41_true_nClust_4	-1719.025378	-270.997827	-1325.154927	122.872625	-1745.495893	-297.468341	59.089758	1507.117310	-236.086860	1211.940692

output_nclust_6_data_id_42_true_nClust_4	-1799.450391	-270.782762	-1439.216522	89.451107	-1836.328269	-307.660640	-16.230370	1512.437259	-305.852625	1222.815004

output_nclust_6_data_id_43_true_nClust_4	-1584.375457	-96.765105	-1390.203859	97.406493	-1582.511634	-94.901282	-7.190420	1480.419932	-91.809070	1395.801281

output_nclust_6_data_id_44_true_nClust_4	-1538.290804	-110.747250	-1322.715199	104.828355	-1541.481844	-113.938290	119.637471	1547.181025	20.048134	1447.591688

output_nclust_6_data_id_45_true_nClust_4	-1530.307581	-72.649098	-1352.285426	105.373056	-1536.616620	-78.958138	43.317860	1500.976342	-44.979513	1412.678969

output_nclust_6_data_id_46_true_nClust_4	-1608.450317	-85.850351	-1432.017946	90.582020	-1608.151422	-85.551456	-34.968289	1487.631677	-130.221579	1392.378387

output_nclust_6_data_id_47_true_nClust_4	-1513.772396	-165.449051	-1372.817031	-24.493686	-1480.968411	-132.645065	198.200508	1546.523854	73.723952	1422.047297

output_nclust_6_data_id_48_true_nClust_4	-1691.098370	-168.256814	-1387.998483	134.843074	-1649.295336	-126.453779	4.128116	1526.969672	-94.504560	1428.336997

output_nclust_6_data_id_49_true_nClust_4	-1505.672620	-116.565431	-1284.093222	105.013967	-1487.705701	-98.598512	101.881093	1490.988282	-8.712307	1380.394882

output_nclust_6_data_id_50_true_nClust_4	-1731.660711	-255.098764	-1542.316150	-65.754203	-1674.292867	-197.730920	-31.338913	1445.223034	-125.638146	1350.923801

