"","V1","V2"
"1",0.942954845719408,1.36777814064606
"2",0.806996095805675,1.22514239297825
"3",1.0204147116491,1.23782100632498
"4",1.24298807125166,1.07959540410155
"5",1.07010681380906,1.17161714857245
"6",1.04228384407454,1.35079618469175
"7",0.631721213866393,0.983775725151164
"8",1.13199878147165,0.805884551779062
"9",1.07176855689156,1.13502250761643
"10",0.994678941301272,0.765213078435315
"11",1.04630572820279,1.28983226904909
"12",1.26701762017652,1.24207713273708
"13",1.14078035645858,0.829327487089293
"14",0.925398294853053,1.25160474209352
"15",1.02513718756734,1.31002430076544
"16",1.3293656745259,1.36802516573758
"17",0.964728167593701,1.24271167369069
"18",1.36301952945714,1.21501883674472
"19",1.56277660876564,1.01985391617869
"20",1.11241195590388,0.865457291118907
"21",0.933415212269808,1.38180370686561
"22",1.00674113549782,0.883855218143648
"23",0.937034540573459,1.06032863443916
"24",1.10305853929528,1.39910058596234
"25",1.07037533352742,1.49442291808418
"26",1.55934281299701,1.56380007613566
"27",0.818691987438793,1.43870847031608
"28",0.850214477528822,1.25956844943118
"29",0.632429480450294,1.00830946467977
"30",0.701889706131931,1.37088316807954
"31",0.873376908635707,1.16082083516016
"32",0.743822084503989,0.851031246620111
"33",0.943254093513636,1.0710828959534
"34",0.809858797602502,1.03582578167309
"35",1.49982756382472,1.54800045754652
"36",0.809017960968709,0.951246863098133
"37",0.930363639932929,1.25467296188332
"38",1.11146520375854,1.29904688093271
"39",0.828421057707817,1.284834698641
"40",1.14040086286421,0.838116221405464
"41",0.965143624624586,1.09770835605033
"42",0.887515678910793,1.27793461245569
"43",1.38608507985124,1.52250818425166
"44",1.29569360100186,1.0457246257121
"45",0.918867241344153,1.09463704615901
"46",1.04520936110199,1.21320062278536
"47",1.3060712283512,0.970299410277831
"48",1.63380297479415,1.08503326607633
"49",0.975449762273969,0.923079681155281
"50",1.10552993530803,1.63600184143438
