1 	 1 	 1.767293e-07 
1 	 1.5 	 1.391696e-06 
1 	 2 	 6.224978e-06 
1 	 2.5 	 1.800207e-05 
1 	 3 	 3.743519e-05 
1 	 3.5 	 6.066403e-05 
1 	 4 	 8.121898e-05 
1 	 4.5 	 9.369004e-05 
1 	 5 	 9.59869e-05 
1 	 5.5 	 8.930485e-05 
1 	 6 	 7.672009e-05 
1 	 6.5 	 6.16356e-05 
1 	 7 	 4.676706e-05 
1 	 7.5 	 3.377872e-05 
1 	 8 	 2.337165e-05 
1 	 8.5 	 1.557137e-05 
1 	 9 	 1.003273e-05 
1 	 9.5 	 6.273748e-06 
1 	 10 	 3.819199e-06 
1.5 	 1 	 2.294518e-06 
1.5 	 1.5 	 1.721362e-05 
1.5 	 2 	 7.298276e-05 
1.5 	 2.5 	 0.0002002807 
1.5 	 3 	 0.0003969266 
1.5 	 3.5 	 0.0006163736 
1.5 	 4 	 0.0007950839 
1.5 	 4.5 	 0.0008880258 
1.5 	 5 	 0.0008846382 
1.5 	 5.5 	 0.0008031797 
1.5 	 6 	 0.0006753733 
1.5 	 6.5 	 0.0005324349 
1.5 	 7 	 0.0003972867 
1.5 	 7.5 	 0.0002826981 
1.5 	 8 	 0.0001929988 
1.5 	 8.5 	 0.0001270433 
1.5 	 9 	 8.096519e-05 
1.5 	 9.5 	 5.012909e-05 
1.5 	 10 	 3.024078e-05 
2 	 1 	 1.692125e-05 
2 	 1.5 	 0.0001203282 
2 	 2 	 0.0004811335 
2 	 2.5 	 0.001247257 
2 	 3 	 0.002346871 
2 	 3.5 	 0.003481294 
2 	 4 	 0.00431539 
2 	 4.5 	 0.00465648 
2 	 5 	 0.004502011 
2 	 5.5 	 0.003982281 
2 	 6 	 0.003272949 
2 	 6.5 	 0.002528766 
2 	 7 	 0.001853438 
2 	 7.5 	 0.001297961 
2 	 8 	 0.0008735098 
2 	 8.5 	 0.0005676063 
2 	 9 	 0.0003575201 
2 	 9.5 	 0.0002190048 
2 	 10 	 0.0001308326 
2.5 	 1 	 8.067969e-05 
2.5 	 1.5 	 0.0005444194 
2.5 	 2 	 0.00205638 
2.5 	 2.5 	 0.005045893 
2.5 	 3 	 0.009033341 
2.5 	 3.5 	 0.01282607 
2.5 	 4 	 0.01530654 
2.5 	 4.5 	 0.01598212 
2.5 	 5 	 0.01501715 
2.5 	 5.5 	 0.01295677 
2.5 	 6 	 0.01041854 
2.5 	 6.5 	 0.007895557 
2.5 	 7 	 0.005688357 
2.5 	 7.5 	 0.003922755 
2.5 	 8 	 0.002603681 
2.5 	 8.5 	 0.001670832 
2.5 	 9 	 0.001040515 
2.5 	 9.5 	 0.0006308067 
2.5 	 10 	 0.000373277 
3 	 1 	 0.0002766107 
3 	 1.5 	 0.001778902 
3 	 2 	 0.006379458 
3 	 2.5 	 0.01489346 
3 	 3 	 0.02549051 
3 	 3.5 	 0.03479272 
3 	 4 	 0.04012345 
3 	 4.5 	 0.04066888 
3 	 5 	 0.03723901 
3 	 5.5 	 0.03141169 
3 	 6 	 0.02476023 
3 	 6.5 	 0.01843584 
3 	 7 	 0.01307449 
3 	 7.5 	 0.008889697 
3 	 8 	 0.00582559 
3 	 8.5 	 0.003695359 
3 	 9 	 0.002277146 
3 	 9.5 	 0.001367246 
3 	 10 	 0.0008019209 
3.5 	 1 	 0.0007390391 
3.5 	 1.5 	 0.004554419 
3.5 	 2 	 0.01560208 
3.5 	 2.5 	 0.03486488 
3.5 	 3 	 0.0573635 
3.5 	 3.5 	 0.07563184 
3.5 	 4 	 0.08463201 
3.5 	 4.5 	 0.08356519 
3.5 	 5 	 0.07478747 
3.5 	 5.5 	 0.06182925 
3.5 	 6 	 0.04787795 
3.5 	 6.5 	 0.03508871 
3.5 	 7 	 0.02453391 
3.5 	 7.5 	 0.0164693 
3.5 	 8 	 0.01066834 
3.5 	 8.5 	 0.006696277 
3.5 	 9 	 0.004086771 
3.5 	 9.5 	 0.002432166 
3.5 	 10 	 0.00141494 
4 	 1 	 0.001631327 
4 	 1.5 	 0.009686105 
4 	 2 	 0.03188666 
4 	 2.5 	 0.06859914 
4 	 3 	 0.1090668 
4 	 3.5 	 0.1395346 
4 	 4 	 0.1520896 
4 	 4.5 	 0.1467656 
4 	 5 	 0.1287307 
4 	 5.5 	 0.10455 
4 	 6 	 0.07968899 
4 	 6.5 	 0.05758176 
4 	 7 	 0.03975138 
4 	 7.5 	 0.02637869 
4 	 8 	 0.01690907 
4 	 8.5 	 0.01051222 
4 	 9 	 0.006359498 
4 	 9.5 	 0.003754219 
4 	 10 	 0.002167782 
4.5 	 1 	 0.003102588 
4.5 	 1.5 	 0.01783648 
4.5 	 2 	 0.05672754 
4.5 	 2.5 	 0.1180927 
4.5 	 3 	 0.1822653 
4.5 	 3.5 	 0.2271537 
4.5 	 4 	 0.2419755 
4.5 	 4.5 	 0.2288492 
4.5 	 5 	 0.1971928 
4.5 	 5.5 	 0.1576452 
4.5 	 6 	 0.1184763 
4.5 	 6.5 	 0.0845299 
4.5 	 7 	 0.05768944 
4.5 	 7.5 	 0.03788511 
4.5 	 8 	 0.02405464 
4.5 	 8.5 	 0.0148245 
4.5 	 9 	 0.008896438 
4.5 	 9.5 	 0.005212986 
4.5 	 10 	 0.002989459 
5 	 1 	 0.005240707 
5 	 1.5 	 0.02929519 
5 	 2 	 0.0904253 
5 	 2.5 	 0.1829463 
5 	 3 	 0.2751611 
5 	 3.5 	 0.3351742 
5 	 4 	 0.3499264 
5 	 4.5 	 0.3251159 
5 	 5 	 0.275762 
5 	 5.5 	 0.2173766 
5 	 6 	 0.1613142 
5 	 6.5 	 0.1137862 
5 	 7 	 0.0768541 
5 	 7.5 	 0.04999462 
5 	 8 	 0.03146876 
5 	 8.5 	 0.0192392 
5 	 9 	 0.01146079 
5 	 9.5 	 0.006669779 
5 	 10 	 0.003800617 
5.5 	 1 	 0.008038966 
5.5 	 1.5 	 0.04385213 
5.5 	 2 	 0.131875 
5.5 	 2.5 	 0.2602437 
5.5 	 3 	 0.3826728 
5.5 	 3.5 	 0.4568598 
5.5 	 4 	 0.4685604 
5.5 	 4.5 	 0.4285242 
5.5 	 5 	 0.3583935 
5.5 	 5.5 	 0.2789676 
5.5 	 6 	 0.2046734 
5.5 	 6.5 	 0.1428834 
5.5 	 7 	 0.09559968 
5.5 	 7.5 	 0.0616527 
5.5 	 8 	 0.03849885 
5.5 	 8.5 	 0.02336464 
5.5 	 9 	 0.01382372 
5.5 	 9.5 	 0.007994106 
5.5 	 10 	 0.004528433 
6 	 1 	 0.01138627 
6 	 1.5 	 0.06079517 
6 	 2 	 0.1786969 
6 	 2.5 	 0.3450147 
6 	 3 	 0.4973224 
6 	 3.5 	 0.5832729 
6 	 4 	 0.5888264 
6 	 4.5 	 0.5309738 
6 	 5 	 0.4384976 
6 	 5.5 	 0.3374494 
6 	 6 	 0.2450326 
6 	 6.5 	 0.1694524 
6 	 7 	 0.1124008 
6 	 7.5 	 0.07191385 
6 	 8 	 0.04457798 
6 	 8.5 	 0.02687066 
6 	 9 	 0.01579792 
6 	 9.5 	 0.009082125 
6 	 10 	 0.005116542 
6.5 	 1 	 0.01508173 
6.5 	 1.5 	 0.07902034 
6.5 	 2 	 0.2276323 
6.5 	 2.5 	 0.4310828 
6.5 	 3 	 0.6105113 
6.5 	 3.5 	 0.7047755 
6.5 	 4 	 0.7014894 
6.5 	 4.5 	 0.6245962 
6.5 	 5 	 0.5099544 
6.5 	 5.5 	 0.3883975 
6.5 	 6 	 0.2793798 
6.5 	 6.5 	 0.191544 
6.5 	 7 	 0.1260496 
6.5 	 7.5 	 0.0800574 
6.5 	 8 	 0.04929023 
6.5 	 8.5 	 0.02952428 
6.5 	 9 	 0.01725633 
6.5 	 9.5 	 0.009866242 
6.5 	 10 	 0.005529786 
7 	 1 	 0.01886718 
7 	 1.5 	 0.09721286 
7 	 2 	 0.2750746 
7 	 2.5 	 0.5120496 
7 	 3 	 0.713843 
7 	 3.5 	 0.8124516 
7 	 4 	 0.7984278 
7 	 4.5 	 0.7028012 
7 	 5 	 0.5678793 
7 	 5.5 	 0.428448 
7 	 6 	 0.305537 
7 	 6.5 	 0.2078207 
7 	 7 	 0.1357626 
7 	 7.5 	 0.08564338 
7 	 8 	 0.05239821 
7 	 8.5 	 0.03120222 
7 	 9 	 0.01813733 
7 	 9.5 	 0.01031685 
7 	 10 	 0.005754552 
7.5 	 1 	 0.02246763 
7.5 	 1.5 	 0.1140485 
7.5 	 2 	 0.3176007 
7.5 	 2.5 	 0.5821884 
7.5 	 3 	 0.800225 
7.5 	 3.5 	 0.8991936 
7.5 	 4 	 0.8735421 
7.5 	 4.5 	 0.7609428 
7.5 	 5 	 0.6090592 
7.5 	 5.5 	 0.4555552 
7.5 	 6 	 0.3222955 
7.5 	 6.5 	 0.2176186 
7.5 	 7 	 0.1412021 
7.5 	 7.5 	 0.08851543 
7.5 	 8 	 0.05383857 
7.5 	 8.5 	 0.03188474 
7.5 	 9 	 0.01843924 
7.5 	 9.5 	 0.01043822 
7.5 	 10 	 0.005795963 
8 	 1 	 0.02563012 
8 	 1.5 	 0.1283715 
8 	 2 	 0.352399 
8 	 2.5 	 0.6370996 
8 	 3 	 0.8645942 
8 	 3.5 	 0.9603331 
8 	 4 	 0.9232037 
8 	 4.5 	 0.7965803 
8 	 5 	 0.6320669 
8 	 5.5 	 0.469012 
8 	 6 	 0.3293892 
8 	 6.5 	 0.2209035 
8 	 7 	 0.1424331 
8 	 7.5 	 0.0887648 
8 	 8 	 0.05369529 
8 	 8.5 	 0.03163725 
8 	 9 	 0.01820831 
8 	 9.5 	 0.01026098 
8 	 10 	 0.005673326 
8.5 	 1 	 0.0281537 
8.5 	 1.5 	 0.1393199 
8.5 	 2 	 0.3775386 
8.5 	 2.5 	 0.6740616 
8.5 	 3 	 0.9042246 
8.5 	 3.5 	 0.9938156 
8.5 	 4 	 0.9462796 
8.5 	 4.5 	 0.8093903 
8.5 	 5 	 0.6371148 
8.5 	 5.5 	 0.4692913 
8.5 	 6 	 0.3273516 
8.5 	 6.5 	 0.2181566 
8.5 	 7 	 0.1398386 
8.5 	 7.5 	 0.08667172 
8.5 	 8 	 0.052161 
8.5 	 8.5 	 0.03058577 
8.5 	 9 	 0.01752373 
8.5 	 9.5 	 0.009833233 
8.5 	 10 	 0.005415018 
9 	 1 	 0.02990714 
