output_nclust_2_data_id_1_true_nClust_4	-766.227767	9.919123	-745.836706	30.310184	-767.098397	9.048492	-170.698230	605.448660	-197.317500	578.829390
output_nclust_2_data_id_2_true_nClust_4	-821.376722	9.956556	-807.867458	23.465820	-822.497103	8.836176	-232.728982	598.604297	-250.136866	581.196412
output_nclust_2_data_id_3_true_nClust_4	-760.820301	9.709654	-742.453029	28.076927	-760.577877	9.952078	-203.176687	567.353268	-221.964258	548.565697
output_nclust_2_data_id_4_true_nClust_4	-691.318753	10.231111	-666.460171	35.089693	-691.250542	10.299322	-115.380243	586.169621	-145.521747	556.028117
output_nclust_2_data_id_5_true_nClust_4	-707.324814	9.122619	-642.105241	74.342192	-708.066792	8.380642	50.529852	766.977285	-17.194385	699.253049
output_nclust_2_data_id_6_true_nClust_4	-844.385141	-56.812977	-743.955284	43.616881	-848.752449	-61.180284	-160.696443	626.875721	-263.294711	524.277454
output_nclust_2_data_id_7_true_nClust_4	-769.108921	9.359930	-703.264669	75.204182	-769.250173	9.218678	-10.629576	767.839275	-75.728342	702.740509
output_nclust_2_data_id_8_true_nClust_4	-694.228146	8.949163	-627.756936	75.420373	-694.975897	8.201412	62.186823	765.364132	-10.200222	692.977087
output_nclust_2_data_id_9_true_nClust_4	-663.689625	9.459638	-631.605535	41.543728	-664.151845	8.997417	-78.231192	594.918071	-116.321570	556.827693
output_nclust_2_data_id_10_true_nClust_4	-691.566850	9.345247	-620.881708	80.030389	-692.874846	8.037252	66.847681	767.759779	-11.240998	689.671100
output_nclust_2_data_id_11_true_nClust_4	-762.304515	9.588308	-739.823316	32.069507	-762.800596	9.092227	-164.684839	607.207984	-188.094303	583.798521
output_nclust_2_data_id_12_true_nClust_4	-623.860322	9.405523	-549.946752	83.319094	-624.354283	8.911563	142.912401	776.178247	65.869729	699.135575
output_nclust_2_data_id_13_true_nClust_4	-694.562876	9.814287	-633.957951	70.419212	-694.845139	9.532024	59.181230	763.558393	-2.126089	702.251074
output_nclust_2_data_id_14_true_nClust_4	-755.326565	10.058972	-698.161494	67.224042	-755.450129	9.935407	-7.328099	758.057438	-68.464509	696.921028
output_nclust_2_data_id_15_true_nClust_4	-888.880753	10.519690	-876.507929	22.892514	-889.571023	9.829420	-318.610053	580.790390	-332.361721	567.038722
output_nclust_2_data_id_16_true_nClust_4	-667.895316	9.588047	-602.739344	74.744019	-668.774098	8.709265	90.335835	767.819198	23.999231	701.482594
output_nclust_2_data_id_17_true_nClust_4	-747.609186	9.253945	-726.863201	29.999931	-748.247116	8.616015	-162.341480	594.521652	-191.105306	565.757825
output_nclust_2_data_id_18_true_nClust_4	-622.548189	9.563766	-583.896110	48.215844	-623.283732	8.828222	-12.941543	619.170412	-64.555034	567.556920
output_nclust_2_data_id_19_true_nClust_4	-813.353510	10.608169	-795.269045	28.692633	-813.480474	10.481204	-216.029411	607.932267	-236.603159	587.358519
output_nclust_2_data_id_20_true_nClust_4	-692.443338	9.274896	-627.132645	74.585588	-692.796143	8.922090	52.505594	754.223828	-23.036836	678.681398
output_nclust_2_data_id_21_true_nClust_4	-706.208460	9.242653	-634.626127	80.824986	-706.388168	9.062945	58.233025	773.684139	-14.912041	700.539072
output_nclust_2_data_id_22_true_nClust_4	-686.473580	9.264685	-620.137777	75.600488	-687.569336	8.168929	69.477243	765.215508	-2.164815	693.573449
output_nclust_2_data_id_23_true_nClust_4	-772.588261	10.101489	-754.000378	28.689372	-773.161166	9.528584	-196.102502	586.587248	-219.842658	562.847092
output_nclust_2_data_id_24_true_nClust_4	-678.728166	9.058695	-610.808464	76.978398	-678.915682	8.871179	73.061995	760.848857	-6.662839	681.124023
output_nclust_2_data_id_25_true_nClust_4	-639.396280	7.724377	-562.707943	84.412714	-640.323669	6.796988	126.562224	773.682881	43.009549	690.130206
output_nclust_2_data_id_26_true_nClust_4	-758.002976	9.925788	-699.493919	68.434845	-758.532633	9.396131	-7.146952	760.781812	-68.989979	698.938785
output_nclust_2_data_id_27_true_nClust_4	-779.171467	9.752427	-761.903314	27.020580	-779.605498	9.318396	-201.776080	587.147814	-222.680847	566.243047
output_nclust_2_data_id_28_true_nClust_4	-869.446251	10.415189	-857.493633	22.367807	-871.210639	8.650801	-270.296766	609.564674	-285.770448	594.090992
output_nclust_2_data_id_29_true_nClust_4	-758.154061	10.150932	-703.020081	65.284912	-759.009704	9.295290	-11.025343	757.279650	-68.733259	699.571734
output_nclust_2_data_id_30_true_nClust_4	-635.089229	9.112240	-560.446630	83.754839	-635.731460	8.470009	128.085447	772.286916	46.563907	690.765376
output_nclust_2_data_id_31_true_nClust_4	-796.326920	10.177225	-778.242187	28.261957	-797.048687	9.455457	-209.410864	597.093281	-234.592141	571.912003
output_nclust_2_data_id_32_true_nClust_4	-661.158806	8.812601	-587.533929	82.437478	-661.727454	8.243954	105.325224	775.296631	28.873906	698.845314
output_nclust_2_data_id_33_true_nClust_4	-770.442113	9.831693	-706.359799	73.914006	-770.488659	9.785147	-15.013700	765.260105	-76.647686	703.626119
output_nclust_2_data_id_34_true_nClust_4	-714.548637	9.850891	-653.218643	71.180886	-715.073753	9.325775	36.051525	760.451053	-29.929248	694.470280
output_nclust_2_data_id_35_true_nClust_4	-619.195036	9.080193	-549.042010	79.233219	-619.378408	8.896821	143.713119	771.988348	70.059731	698.334960
output_nclust_2_data_id_36_true_nClust_4	-687.035159	10.040526	-661.478450	35.597236	-687.462262	9.613424	-117.413854	579.661832	-145.918979	551.156707
output_nclust_2_data_id_37_true_nClust_4	-792.838187	9.492552	-731.765485	70.565254	-793.436001	8.894738	-38.818318	763.512421	-99.990718	702.340021
output_nclust_2_data_id_38_true_nClust_4	-632.961902	9.037086	-600.056727	41.942261	-634.082207	7.916780	-68.132519	573.866469	-107.463521	534.535467
output_nclust_2_data_id_39_true_nClust_4	-757.517844	10.100245	-734.168651	33.449438	-757.328314	10.289775	-169.646930	597.971159	-195.564879	572.053210
output_nclust_2_data_id_40_true_nClust_4	-791.654994	9.843532	-732.350309	69.148217	-793.350724	8.147802	-40.171441	761.327085	-103.480148	698.018379
output_nclust_2_data_id_41_true_nClust_4	-830.111218	9.849189	-815.521155	24.439252	-830.375403	9.585003	-236.281521	603.678886	-254.485041	585.475366
